5 Maryfield
3 8 921 4213
Georgia CRUICKSHANK, Lab
Rebecca DEWAR, SLD
Ewan GURR, Sov
Sundas KAMRAN, Alba
Ken LYNN, SNP
Danielle MARR, Con
Lynne SHORT, SNP
Martha Elizabeth SMART, Grn
1 1 0 2 3 0 0 0 0
195 0 0 0 0 1 0 2 3
1 4 5 7 3 2 8 1 6
1 6 4 7 5 2 8 1 3
1 1 5 6 7 4 8 2 3
1 0 0 5 4 1 0 2 3
1 4 5 7 8 2 6 3 1
1 6 4 2 1 5 8 7 3
1 0 1 3 0 0 0 0 2
1 4 5 8 3 6 7 1 2
1 4 1 0 0 5 0 3 2
1 4 3 0 2 0 0 0 1
1 3 4 7 8 2 6 1 5
1 7 3 6 1 2 8 4 5
1 4 8 5 7 3 6 2 1
1 0 2 0 0 1 0 0 0
1 2 6 5 8 1 7 3 4
1 7 4 5 8 1 6 2 3
1 5 0 2 1 4 0 3 0
1 7 4 5 6 1 8 2 3
3 2 4 8 1 5 3 6 7
2 5 4 7 6 3 8 1 2
8 3 1 0 0 0 0 0 2
1 1 5 4 0 2 6 3 7
1 5 3 4 8 7 1 6 2
1 5 1 3 6 7 4 8 2
3 0 0 0 3 4 0 1 2
1 3 4 0 1 2 0 5 0
1 2 4 0 0 3 0 1 0
1 4 5 7 8 3 6 2 1
3 1 0 0 0 3 0 2 4
5 0 0 0 1 0 0 0 2
1 1 2 8 6 5 7 4 3
1 3 6 1 2 7 4 8 5
1 6 4 0 5 3 7 1 2
1 2 6 7 5 3 8 1 4
1 1 4 3 0 0 2 0 0
1 0 4 0 2 1 0 3 0
2 1 2 6 5 7 3 8 4
1 3 2 4 0 5 0 0 1
5 0 0 0 3 2 0 1 4
1 1 3 2 4 0 0 0 0
1 5 4 2 1 8 3 7 6
1 5 4 0 0 1 0 3 2
2 2 1 3 0 0 4 0 0
5 4 3 0 0 2 0 1 0
1 0 1 0 0 2 0 0 3
1 1 3 4 6 7 2 8 5
3 0 1 0 0 0 0 2 0
258 1 0 0 0 0 0 0 0
8 3 0 0 0 0 0 2 1
8 0 0 0 2 1 0 3 0
3 6 7 5 1 3 8 2 4
1 6 5 7 1 2 8 3 4
1 1 4 5 6 2 7 3 8
11 3 1 0 0 0 2 0 0
1 0 0 2 1 0 0 0 3
2 0 2 0 1 0 3 0 0
1 1 4 7 6 2 8 3 5
1 4 7 5 3 1 6 2 8
1 1 2 7 8 3 5 6 4
1 1 4 0 6 5 0 2 3
1 4 5 8 1 2 6 3 7
3 5 4 2 1 3 8 6 7
1 0 0 3 0 0 1 2 0
1 2 3 8 7 4 6 5 1
2 6 7 5 3 2 8 1 4
1 5 3 0 4 1 0 2 0
1 5 7 6 4 1 8 2 3
5 5 4 0 0 1 0 2 3
1 0 0 3 1 2 0 0 4
1 6 7 8 4 1 5 2 3
1 3 7 6 2 5 8 4 1
1 1 6 8 5 3 7 2 4
1 0 3 0 0 2 0 0 1
15 0 0 0 4 2 0 1 3
1 0 0 0 3 0 2 0 1
1 2 1 0 0 4 3 0 5
4 4 5 6 7 2 8 1 3
1 4 3 0 0 1 0 0 2
1 6 5 7 3 2 4 1 8
1 6 5 7 4 2 8 3 1
1 1 3 4 6 8 2 7 5
1 7 3 6 5 1 8 2 4
1 8 4 3 5 2 6 1 7
1 4 2 3 1 5 0 6 7
1 0 0 0 2 3 0 0 1
4 7 6 4 5 1 8 2 3
1 0 0 0 0 3 1 2 0
2 4 0 0 2 3 0 1 0
1 3 5 7 6 1 8 2 4
31 0 0 0 3 2 0 1 0
4 1 0 0 0 0 2 0 3
1 1 3 7 6 2 0 4 5
4 4 5 7 6 2 8 3 1
2 5 4 7 6 3 8 2 1
1 0 0 0 2 3 1 0 0
1 2 1 4 5 6 7 8 3
8 5 4 0 0 3 0 2 1
1 1 2 4 3 5 8 6 7
1 2 0 0 0 1 0 3 4
3 0 0 0 2 1 0 0 0
1 1 6 8 7 5 2 4 3
1 1 4 3 0 0 5 6 2
4 0 0 3 0 2 0 1 0
1 0 0 1 3 0 0 0 2
2 3 4 6 8 2 7 1 5
1 6 5 4 8 2 7 1 3
10 0 1 0 0 0 2 0 0
7 1 0 0 0 2 0 0 3
1 1 0 0 3 4 0 2 0
1 1 3 5 6 8 2 7 4
3 5 0 0 4 1 0 2 3
1 7 5 6 3 2 8 1 4
1 0 2 0 0 1 0 3 4
1 1 2 8 7 6 3 5 4
1 3 0 0 0 4 1 2 0
1 1 4 5 3 7 2 8 6
1 3 6 5 4 1 8 2 7
2 0 1 0 0 0 0 2 3
1 2 3 5 8 6 1 7 4
1 1 2 3 7 8 5 6 4
1 2 4 0 0 3 0 1 5
1 3 0 2 0 0 0 1 0
1 3 7 4 5 1 8 2 6
1 1 2 8 4 5 7 6 3
1 0 2 1 0 0 0 0 3
1 5 3 4 2 8 1 7 6
1 3 0 4 0 1 0 2 5
1 4 5 7 1 2 8 3 6
1 7 2 6 8 1 5 3 4
1 1 2 7 6 5 8 4 3
3 1 2 4 0 0 3 0 0
5 0 0 0 1 2 0 0 0
1 8 6 7 3 1 4 2 5
1 4 5 8 7 2 6 1 3
11 1 0 0 0 2 0 0 0
2 2 3 4 0 0 1 0 0
1 6 3 7 5 1 8 2 4
1 0 1 0 0 2 0 3 4
1 3 1 4 6 8 2 7 5
1 1 3 4 2 7 5 8 6
21 2 0 0 0 1 0 3 0
1 4 5 8 3 1 7 2 6
4 5 4 0 0 2 0 3 1
1 3 6 7 5 1 0 2 4
7 0 0 0 1 3 0 2 0
1 0 0 3 2 0 0 0 1
2 4 5 8 6 2 7 3 1
1 8 7 6 5 1 2 3 4
1 0 0 0 0 0 3 2 1
1 6 4 7 8 1 5 2 3
1 3 2 7 8 4 6 5 1
1 2 0 0 0 0 3 1 0
1 5 4 6 8 2 7 3 1
1 0 1 0 0 4 3 2 0
1 4 0 0 0 0 3 1 2
1 1 2 4 3 5 6 7 8
1 0 0 4 0 3 0 1 2
45 1 3 0 0 0 2 0 0
1 3 7 6 4 1 8 2 5
1 4 0 5 6 2 0 1 3
1 1 3 4 5 6 2 0 7
1 5 0 6 3 4 0 2 1
1 4 5 3 2 8 1 7 6
1 7 5 4 3 2 0 1 6
1 1 5 0 0 3 0 2 4
1 3 5 6 8 2 7 1 4
1 4 5 8 6 3 7 2 1
1 0 5 0 3 1 0 2 4
4 0 0 1 0 0 0 0 2
1 7 5 4 6 1 8 3 2
1 4 6 3 0 5 0 2 1
1 4 3 0 0 1 5 2 0
37 0 1 0 0 0 0 0 0
1 2 3 7 6 4 8 5 1
1 2 7 6 5 4 8 3 1
1 0 0 0 0 0 3 1 2
2 4 0 0 2 1 0 3 0
1 2 4 0 1 3 0 5 0
1 1 4 8 7 3 5 2 6
11 4 5 0 0 1 0 2 3
1 4 5 0 6 3 7 2 1
1 1 3 4 0 0 0 0 2
45 0 0 0 0 1 0 0 0
15 2 1 0 0 0 3 0 0
1 3 0 0 4 2 0 1 0
1 2 1 6 7 4 8 3 5
1 0 3 1 2 4 0 5 0
1 1 2 4 0 5 0 6 3
2 2 0 0 1 0 0 0 3
7 0 0 3 0 1 0 2 0
1 5 0 6 3 2 0 4 1
1 2 0 3 0 5 0 4 1
1 4 2 0 0 3 0 0 1
4 1 0 0 3 0 0 0 2
1 5 6 0 1 3 0 2 4
2 1 0 0 4 2 0 3 0
1 1 2 7 8 3 5 4 6
2 2 3 5 6 7 1 8 4
2 2 5 6 7 1 8 3 4
2 3 0 0 0 0 1 2 0
1 5 4 7 8 2 6 1 3
5 7 6 4 5 2 8 1 3
2 2 0 3 0 0 0 0 1
1 4 0 0 1 3 0 2 0
14 0 3 0 0 2 0 1 0
4 0 0 0 1 0 0 2 0
2 1 5 0 0 2 0 4 3
1 0 4 0 0 2 0 3 1
1 3 1 0 0 5 0 4 2
14 2 3 0 0 0 0 0 1
45 1 2 0 0 0 3 0 0
20 2 0 0 0 0 0 0 1
3 0 3 0 0 2 1 0 0
1 3 4 6 7 1 8 2 5
1 1 0 0 0 4 0 2 3
2 5 6 8 3 2 7 1 4
1 3 1 7 8 5 2 6 4
1 4 5 6 7 2 3 1 8
3 0 1 0 0 0 0 3 2
1 5 6 7 3 1 0 2 4
1 6 7 5 4 3 8 2 1
1 8 6 7 4 2 5 1 3
15 0 0 0 1 2 0 3 0
1 3 0 0 2 0 0 4 1
1 4 3 6 8 1 7 2 5
1 0 0 2 0 0 1 0 3
1 0 0 0 2 1 0 0 3
1 1 5 7 6 4 8 3 2
1 7 2 8 1 4 3 5 6
3 2 0 0 0 3 0 1 4
1 1 7 6 2 4 8 3 5
1 1 2 0 3 6 0 5 4
1 6 4 8 5 2 7 1 3
3 2 1 0 0 5 0 4 3
1 5 3 6 7 2 8 1 4
1 2 4 3 0 0 0 1 0
1 0 0 4 5 2 0 1 3
1 4 6 8 5 1 7 2 3
8 2 0 0 1 3 0 0 0
4 4 0 0 3 2 0 1 0
44 2 3 0 0 0 1 0 0
1 1 2 6 3 5 4 8 7
1 4 5 8 3 1 6 2 7
1 3 7 2 6 4 8 5 1
7 1 2 0 0 0 0 3 0
15 4 5 0 0 3 0 2 1
2 0 0 0 1 4 0 3 2
1 5 2 6 8 4 7 3 1
1 6 4 0 0 2 5 1 3
1 2 0 0 0 4 0 1 3
3 1 3 0 0 2 0 4 0
1 4 6 0 3 2 5 1 0
1 0 2 1 0 0 3 0 0
1 0 0 4 0 1 3 0 2
2 1 2 0 0 0 3 0 4
1 4 6 3 2 1 7 8 5
2 0 0 0 2 0 0 0 1
4 1 0 0 0 2 0 3 4
1 6 7 2 1 3 8 4 5
1 2 0 0 4 3 0 1 0
1 3 2 8 6 5 7 4 1
81 1 2 0 0 0 0 0 0
1 1 2 6 7 4 3 5 8
1 3 6 7 5 1 8 2 4
1 3 4 8 6 1 5 2 7
50 0 0 0 3 1 0 2 0
1 1 3 6 4 7 2 8 5
1 0 0 2 1 0 3 0 0
1 3 5 4 0 1 0 2 0
1 5 4 6 8 3 7 1 2
1 5 2 7 8 1 6 3 4
1 1 5 8 7 2 6 3 4
34 0 0 0 0 0 0 1 0
1 2 3 0 0 0 4 0 1
1 0 0 0 0 0 2 0 1
1 4 6 7 5 3 8 1 2
1 3 5 7 8 2 6 1 4
1 2 3 4 6 7 1 8 5
7 2 0 0 0 1 0 0 3
3 3 2 4 0 0 1 0 0
3 0 0 0 3 4 0 2 1
3 6 5 4 7 1 8 2 3
1 5 4 0 0 1 3 2 0
1 3 2 8 4 7 1 6 5
1 3 4 8 7 1 6 2 5
1 2 5 8 7 3 6 1 4
1 4 3 2 6 7 1 8 5
2 1 2 0 0 5 0 4 3
1 2 3 0 1 0 0 0 0
3 0 1 0 0 4 0 3 2
1 0 0 3 2 0 1 0 0
2 1 3 0 0 0 0 2 0
1 0 0 2 0 1 0 3 4
1 3 1 7 8 4 6 5 2
27 1 0 0 0 2 0 3 0
4 3 4 5 6 2 7 1 8
1 5 6 4 8 3 7 2 1
1 2 8 7 6 1 5 3 4
3 5 4 7 6 2 8 1 3
1 5 6 7 4 3 8 1 2
4 1 0 0 2 0 0 0 3
1 0 0 2 1 4 3 0 0
14 0 0 0 3 1 0 2 4
1 4 2 0 6 5 0 1 3
1 4 3 7 6 2 8 1 5
1 1 3 7 8 4 6 5 2
1 1 2 7 8 5 3 4 6
1 4 5 8 7 3 1 2 6
1 2 1 8 7 6 3 4 5
3 4 5 0 0 3 0 1 2
1 1 3 0 4 0 2 0 0
12 1 0 0 2 0 0 0 0
1 1 4 8 6 5 2 7 3
1 4 7 5 2 1 8 6 3
1 1 8 7 5 2 6 3 4
2 3 1 0 0 4 0 5 2
1 3 4 0 0 1 2 5 0
1 2 3 6 8 5 7 4 1
1 3 0 0 0 0 2 0 1
1 2 3 7 4 5 8 1 6
7 4 5 7 6 1 8 2 3
1 0 0 3 0 0 1 0 2
1 2 5 8 1 3 6 4 7
8 1 0 3 0 0 0 0 2
2 6 5 0 4 1 0 2 3
1 0 0 4 3 1 0 2 0
1 1 3 4 2 0 6 0 5
1 6 5 7 2 1 8 3 4
1 3 6 5 4 2 0 1 7
1 1 2 4 6 5 8 7 3
2 0 3 0 0 0 0 2 1
1 1 2 3 0 0 0 4 0
4 6 5 7 3 1 8 2 4
1 3 1 0 0 4 0 0 2
1 2 3 4 1 6 0 5 0
6 2 0 0 0 3 0 1 0
1 1 3 4 8 6 2 7 5
2 5 4 7 8 1 6 2 3
1 2 0 0 4 1 0 3 5
1 0 0 2 0 0 3 1 0
55 0 0 0 1 0 0 0 0
1 3 2 0 0 4 0 5 1
1 7 4 6 5 1 8 2 3
12 0 0 0 0 0 0 1 2
3 3 4 8 7 1 5 2 6
53 1 2 0 0 0 0 0 3
1 0 0 0 0 0 1 2 0
2 5 2 0 0 4 0 3 1
1 5 6 8 4 1 7 2 3
8 4 0 0 0 2 0 3 1
1 2 3 0 0 0 1 4 0
1 3 4 1 6 0 2 0 5
1 3 1 0 2 0 0 0 4
1 4 5 6 1 2 8 3 7
1 2 3 0 5 6 1 7 4
2 2 3 0 0 0 1 0 4
1 3 2 0 0 5 0 4 1
2 0 1 2 0 0 0 0 0
18 4 0 0 0 3 0 2 1
2 4 5 7 6 2 8 1 3
12 3 0 0 0 2 0 1 4
1 4 5 6 8 2 7 3 1
1 4 6 3 5 2 8 1 7
1 3 1 0 0 5 6 4 2
1 3 2 0 0 0 1 4 0
8 4 5 7 6 3 8 2 1
2 2 0 0 0 1 0 4 3
7 1 0 0 0 0 0 2 0
1 4 7 5 6 1 8 2 3
1 4 2 3 1 6 8 7 5
1 5 4 6 7 3 8 2 1
1 7 2 3 1 6 8 5 4
1 7 6 5 3 4 8 2 1
2 7 6 5 1 2 8 3 4
9 2 0 0 1 0 0 0 0
2 0 1 0 0 2 0 0 0
4 2 3 0 0 4 0 5 1
9 0 1 0 0 0 2 0 3
1 4 3 2 0 0 1 0 0
1 1 6 7 4 3 8 2 5
1 4 5 8 6 2 7 1 3
1 7 6 5 1 2 3 4 8
3 1 0 2 0 0 3 0 0
19 4 5 0 0 2 0 1 3
76 3 0 0 0 1 0 2 0
2 3 0 0 1 0 0 2 0
1 0 0 3 2 1 0 0 0
3 6 7 5 3 1 8 2 4
3 1 0 0 3 2 0 0 0
1 4 5 6 8 1 7 2 3
1 5 3 6 7 4 8 2 1
3 3 2 0 0 1 0 0 0
1 6 7 2 1 4 8 5 3
1 4 1 6 2 7 3 8 5
2 7 6 5 3 1 8 2 4
1 4 3 0 2 0 1 0 0
1 1 4 2 0 6 0 5 3
1 1 6 7 4 2 8 3 5
2 1 2 4 5 7 6 8 3
1 0 0 1 0 0 2 0 3
1 4 7 6 3 2 8 1 5
1 6 4 5 7 1 8 2 3
1 1 0 0 2 0 4 0 3
1 1 4 0 0 2 0 3 5
1 2 4 8 7 6 3 5 1
1 1 3 4 7 5 8 6 2
1 1 3 0 0 0 4 5 2
1 0 0 2 0 1 0 0 0
1 4 5 7 6 1 0 2 3
2 3 0 0 2 1 0 0 0
2 3 0 0 0 4 0 1 2
1 3 0 0 1 0 0 0 2
1 4 1 0 0 0 3 0 2
1 6 2 3 1 0 4 0 5
1 0 0 0 1 2 0 4 3
1 3 4 0 0 5 0 1 2
1 3 2 4 0 0 0 0 1
2 2 4 0 1 0 3 0 0
1 4 3 0 0 0 0 1 2
5 0 0 2 0 0 1 0 0
1 6 4 5 0 3 0 2 1
1 0 2 3 0 0 1 4 0
1 2 3 0 6 4 0 5 1
2 1 0 2 0 3 0 0 0
1 1 2 5 8 6 3 7 4
1 7 4 5 6 2 8 3 1
2 2 3 0 0 5 0 4 1
27 1 3 0 0 0 0 0 2
1 7 5 6 4 2 8 1 3
1 5 4 0 6 2 0 3 1
1 3 1 4 6 7 2 8 5
3 5 4 7 6 1 8 2 3
16 1 0 0 0 3 0 2 0
1 5 7 4 1 3 8 2 6
5 7 6 5 4 1 8 2 3
2 3 0 2 1 0 0 0 0
1 2 1 0 0 3 0 0 0
2 0 5 0 4 2 0 1 3
1 5 4 8 6 2 7 1 3
3 1 0 2 0 0 0 0 3
1 2 3 0 1 5 0 4 0
1 4 6 7 3 1 8 2 5
1 3 4 7 6 2 8 1 5
1 5 7 4 3 2 8 1 6
2 2 5 0 0 4 0 3 1
29 0 0 0 4 1 0 2 3
1 1 2 4 7 5 8 6 3
3 4 0 0 5 3 0 2 1
1 4 3 0 1 0 2 0 0
1 2 1 0 0 4 0 5 3
1 1 7 3 0 2 6 4 5
1 1 3 6 0 5 0 4 2
1 2 5 0 0 3 0 4 1
1 3 0 4 0 0 0 2 1
1 4 2 1 7 6 3 8 5
1 7 6 1 5 4 8 3 2
1 4 5 6 7 3 8 1 2
1 0 0 0 0 1 2 0 3
4 4 5 6 7 1 8 2 3
1 1 4 0 0 0 2 0 3
1 2 5 4 1 8 3 7 6
1 1 2 5 6 7 3 8 4
4 3 4 0 0 1 0 2 0
16 2 1 0 0 0 0 0 3
1 4 5 0 6 3 0 1 2
1 4 6 0 5 1 0 2 3
3 3 0 0 0 2 1 0 0
5 0 3 0 0 2 0 1 4
1 2 6 7 8 3 5 4 1
1 0 0 1 0 0 2 0 0
4 0 3 0 0 0 0 1 2
3 2 0 0 0 0 0 1 0
3 4 0 0 0 1 0 3 2
1 2 3 5 0 4 0 1 0
8 1 2 3 0 0 0 0 0
1 3 0 0 1 2 0 0 0
1 4 5 6 8 3 7 2 1
1 2 0 3 0 1 0 0 0
1 0 0 0 2 0 0 1 0
2 1 0 0 0 0 2 3 0
2 0 0 0 0 1 2 0 0
2 3 4 0 0 2 0 1 0
1 1 0 0 2 3 0 4 0
1 3 0 1 2 0 0 0 0
2 0 0 0 2 3 0 1 4
2 1 4 0 2 3 0 0 0
1 0 0 4 3 2 0 1 0
1 4 0 5 0 2 0 3 1
1 3 0 2 0 0 1 0 4
2 1 3 0 0 0 2 0 4
2 2 0 0 0 0 0 1 3
2 2 3 0 0 1 0 0 0
6 0 3 0 0 0 1 0 2
2 5 3 0 0 1 0 2 4
2 7 6 5 3 2 8 1 4
1 6 5 8 4 2 7 1 3
1 4 6 5 7 2 8 1 3
1 5 2 4 6 7 1 8 3
1 8 5 6 7 1 4 2 3
1 2 7 4 6 3 8 5 1
1 1 2 3 0 0 0 0 4
81 0 0 0 0 3 0 2 1
12 3 2 0 0 0 0 0 1
1 5 7 3 6 4 8 2 1
1 8 1 2 3 7 5 6 4
1 3 5 7 2 4 0 1 6
1 0 0 1 2 0 0 0 3
2 1 2 0 0 0 4 0 3
4 2 0 0 0 4 0 3 1
4 0 5 0 3 2 0 1 4
1 0 0 4 0 3 0 2 1
3 3 0 2 0 0 1 0 0
2 0 2 0 0 0 1 0 3
1 1 2 4 3 0 5 0 0
1 6 7 8 4 3 5 1 2
1 2 3 5 6 7 1 0 4
1 4 0 3 1 0 0 0 2
1 5 4 6 8 2 7 1 3
2 3 5 0 0 2 0 1 4
1 3 0 1 0 0 2 0 0
1 3 7 6 5 1 8 2 4
3 4 0 0 3 1 0 2 0
1 3 4 0 0 0 0 2 1
1 6 1 0 2 4 0 5 3
1 1 2 6 7 5 3 4 8
1 5 8 7 6 3 4 2 1
2 2 3 4 0 0 1 0 5
1 1 2 3 0 0 5 0 4
1 1 5 7 2 3 8 4 6
1 1 2 0 0 4 0 5 3
3 1 0 3 0 0 2 0 0
1 1 3 7 6 4 8 5 2
1 4 5 7 6 1 0 3 2
2 0 0 0 2 0 1 0 0
2 0 0 0 2 0 0 3 1
1 4 7 6 5 2 8 3 1
1 4 3 6 7 2 8 1 5
2 1 5 0 0 3 0 4 2
1 4 3 7 6 1 8 2 5
7 2 0 0 0 1 0 0 0
1 3 5 6 1 4 7 2 8
1 0 0 0 1 3 0 2 4
2 5 7 6 1 2 8 3 4
1 1 2 0 0 4 3 0 0
111 0 0 0 0 0 1 0 0
1 3 4 7 5 1 8 2 6
1 2 8 1 7 6 3 5 4
2 5 6 0 4 2 0 1 3
3 5 6 7 4 1 8 2 3
14 0 4 0 0 2 0 1 3
1 4 0 0 3 1 0 2 5
1 2 3 4 7 0 1 6 5
1 8 7 6 5 1 4 2 3
1 0 2 0 3 4 0 5 1
2 4 2 0 0 0 1 0 3
1 3 4 7 6 5 8 1 2
1 3 4 7 8 1 5 2 6
31 1 0 0 0 0 2 0 0
1 0 2 0 1 0 0 3 0
2 1 5 0 0 4 0 3 2
1 6 5 4 8 3 7 2 1
12 3 0 0 0 1 0 2 4
4 3 5 0 0 4 0 2 1
4 1 4 0 0 0 0 2 3
1 6 7 5 8 1 4 3 2
8 0 0 1 0 0 0 0 0
1 0 0 0 3 0 1 2 0
1 6 5 0 4 2 0 3 1
1 5 7 6 2 3 8 4 1
1 3 5 6 7 2 8 1 4
1 5 1 0 2 4 0 3 0
1 0 2 3 0 0 1 0 4
1 5 4 0 6 2 0 1 3
1 0 0 0 4 1 0 3 2
1 2 0 0 3 0 0 0 1
3 4 6 5 7 1 8 2 3
2 0 3 0 0 1 0 0 2
1 1 3 4 0 0 2 0 0
3 1 4 7 6 3 8 2 5
1 3 4 2 0 0 1 0 0
2 2 3 1 0 0 0 0 0
3 0 0 0 0 1 2 3 0
44 3 2 0 0 0 1 0 0
2 4 5 8 7 3 6 2 1
1 2 3 0 0 0 0 4 1
2 0 3 2 0 0 1 0 0
1 6 3 7 8 4 1 2 5
4 2 0 3 0 0 1 0 0
2 0 0 0 2 4 0 3 1
1 0 0 0 2 1 0 3 4
2 4 3 6 7 1 8 2 5
1 1 2 4 5 6 0 7 3
1 3 6 5 7 1 8 2 4
1 6 4 5 7 2 8 1 3
1 0 3 0 0 1 2 0 0
1 1 0 0 2 4 0 5 3
1 8 7 6 1 2 3 4 5
1 4 5 6 3 2 8 1 7
1 0 0 0 0 2 1 3 0
1 1 2 0 0 3 6 4 5
3 2 0 0 0 3 0 4 1
2 6 4 7 5 1 8 2 3
1 5 4 7 8 3 6 2 1
1 4 7 6 8 2 5 1 3
1 3 4 5 0 1 0 2 6
1 5 7 6 4 3 8 2 1
1 4 5 6 7 2 8 3 1
1 0 0 3 1 0 0 0 2
2 1 3 4 5 7 2 8 6
1 7 5 6 4 1 8 2 3
1 4 3 0 0 1 0 2 5
1 0 0 0 3 2 1 0 0
1 2 0 3 1 0 0 0 0
1 4 3 8 7 1 5 2 6
1 1 2 7 8 5 6 4 3
12 0 1 0 0 0 0 0 2
7 0 0 0 0 0 1 0 2
1 4 3 0 0 0 0 2 1
1 1 3 0 0 2 0 4 5
4 0 0 0 0 2 3 1 0
2 0 0 0 1 3 0 0 2
2 5 4 0 0 3 0 1 2
1 4 3 1 6 7 2 8 5
1 1 0 4 0 0 0 2 3
1 0 0 0 3 2 0 4 1
2 4 5 7 3 1 8 2 6
1 1 4 0 2 0 0 0 3
1 1 2 3 8 4 7 5 6
1 5 4 0 6 1 0 2 3
1 0 5 6 4 1 0 3 2
2 4 5 6 8 3 7 1 2
1 3 2 0 0 4 0 1 5
62 3 0 0 0 2 0 1 0
1 3 5 0 4 1 0 2 6
5 3 0 0 0 2 0 0 1
1 2 3 7 8 4 1 5 6
2 0 0 0 0 1 0 0 2
1 0 0 1 0 0 3 2 0
1 4 5 7 1 3 8 2 6
1 4 5 6 7 1 3 2 8
1 6 5 7 4 3 8 2 1
2 2 5 6 8 4 7 3 1
1 4 0 0 5 2 0 1 3
1 3 4 0 0 2 5 1 0
1 5 3 7 4 1 8 2 6
8 1 0 0 0 3 0 0 2
3 0 4 0 0 3 0 2 1
1 5 4 8 7 2 6 3 1
5 1 0 0 2 3 0 0 0
1 1 4 0 3 0 0 0 2
1 0 3 0 0 0 1 4 2
1 1 2 3 4 5 6 7 8
1 2 0 1 0 0 0 0 0
1 7 8 4 5 1 6 2 3
1 1 2 0 0 3 0 0 4
1 1 2 4 5 8 3 6 7
1 6 5 8 4 3 7 1 2
2 2 1 0 3 0 0 0 0
1 0 0 2 0 3 0 1 0
